wavelength,flux,error
39.3225,9672.75,89.38
39.325,9672.29,89.36
39.3275,9671.56,89.35
39.33,9670.54,89.33
39.3325,9669.34,89.32
39.335,9667.99,89.3
39.3375,9666.89,89.29
39.34,9665.68,89.27
39.3425,9664.61,89.26
39.345,9663.8,89.24
39.3475,9663.17,89.23
39.35,9662.88,89.21
39.3525,9662.6,89.2
39.355,9662.43,89.18
39.3575,9662.11,89.17
39.36,9661.55,89.15
39.3625,9660.69,89.14
39.365,9659.76,89.13
39.3675,9658.48,89.11
39.37,9656.9,89.1
39.3725,9654.84,89.08
39.375,9652.36,89.07
39.3775,9649.62,89.05
39.38,9646.67,89.04
39.3825,9643.52,89.02
39.385,9640.33,89.01
39.3875,9637.08,89
39.39,9633.73,88.98
39.3925,9630.66,88.97
39.395,9627.72,88.95
39.3975,9625.21,88.94
39.4,9623.07,88.92
39.4025,9621.25,88.91
39.405,9619.53,88.9
39.4075,9617.91,88.88
39.41,9616.17,88.87
39.4125,9614.08,88.85
39.415,9611.99,88.84
39.4175,9609.55,88.82
39.42,9606.76,88.81
39.4225,9603.76,88.8
39.425,9600.77,88.78
39.4275,9597.83,88.77
39.43,9595.22,88.75
39.4325,9592.97,88.74
39.435,9591.35,88.73
39.4375,9590.18,88.71
39.44,9589.51,88.7
39.4425,9589.1,88.68
39.445,9588.89,88.67
39.4475,9588.59,88.66
39.45,9588.44,88.64
39.4525,9588.24,88.63
39.455,9587.92,88.62
39.4575,9587.52,88.6
39.46,9586.85,88.59
39.4625,9586.22,88.57
39.465,9585.62,88.56
39.4675,9585.06,88.55
39.47,9584.37,88.53
39.4725,9583.59,88.52
39.475,9582.56,88.51
39.4775,9581.28,88.49
39.48,9579.7,88.48
39.4825,9577.95,88.47
39.485,9576.18,88.45
39.4875,9574.21,88.44
39.49,9572.37,88.43
39.4925,9570.67,88.41
39.495,9569.38,88.4
39.4975,9568.43,88.39
39.5,9567.62,88.37
39.5025,9566.96,88.36
39.505,9566.28,88.35
39.5075,9565.4,88.33
39.51,9564.14,88.32
39.5125,9562.76,88.31
39.515,9561.06,88.3
39.5175,9558.96,88.29
39.52,9556.78,88.27
39.5225,9554.43,88.26
39.525,9551.89,88.25
39.5275,9549.12,88.24
39.53,9546.33,88.22
39.5325,9543.54,88.21
39.535,9540.78,88.2
39.5375,9538.22,88.19
39.54,9535.8,88.18
39.5425,9533.5,88.16
39.545,9531.43,88.15
39.5475,9529.44,88.14
39.55,9527.89,88.13
39.5525,9526.03,88.12
39.555,9524.09,88.11
39.5575,9522.25,88.1
39.56,9520.21,88.08
39.5625,9518.23,88.07
39.565,9516.71,88.06
39.5675,9515.53,88.05
39.57,9514.96,88.04
39.5725,9515.16,88.03
39.575,9515.97,88.02
39.5775,9517.49,88.01
39.58,9519.67,88
39.5825,9522.12,87.99
39.585,9524.78,87.98
39.5875,9527.23,87.97
39.59,9529.2,87.96
39.5925,9530.43,87.95
39.595,9530.46,87.94
39.5975,9529.41,87.93
39.6,9527.2,87.92
39.6025,9523.74,87.91
39.605,9519.48,87.9
39.6075,9514.73,87.9
39.61,9509.8,87.89
39.6125,9505.07,87.88
39.615,9500.73,87.87
39.6175,9496.96,87.86
39.62,9493.71,87.85
39.6225,9490.94,87.84
39.625,9488.65,87.84
39.6275,9486.75,87.83
39.63,9485.35,87.82
39.6325,9484.04,87.81
39.635,9482.52,87.8
39.6375,9481.03,87.8
39.64,9479.31,87.79
39.6425,9477.46,87.78
39.645,9475.46,87.77
39.6475,9473.42,87.77
39.65,9471.6,87.76
39.6525,9469.98,87.75
39.655,9468.78,87.75
39.6575,9467.98,87.74
39.66,9467.5,87.73
39.6625,9467.15,87.73
39.665,9466.79,87.72
39.6675,9466.3,87.71
39.67,9465.45,87.71
39.6725,9464.25,87.7
39.675,9462.31,87.69
39.6775,9459.96,87.69
39.68,9457.38,87.68
39.6825,9454.6,87.68
39.685,9451.75,87.67
39.6875,9448.8,87.66
39.69,9445.86,87.66
39.6925,9443.15,87.65
39.695,9440.45,87.65
39.6975,9437.92,87.64
39.7,9435.33,87.64
39.7025,9432.85,87.63
39.705,9430.27,87.63
39.7075,9427.98,87.62
39.71,9425.84,87.61
39.7125,9423.92,87.61
39.715,9422.23,87.61
39.7175,9420.96,87.6
39.72,9420.26,87.6
39.7225,9419.76,87.59
39.725,9419.66,87.59
39.7275,9419.92,87.58
39.73,9420.27,87.58
39.7325,9420.61,87.57
39.735,9421.04,87.57
39.7375,9421.68,87.56
39.74,9422.31,87.56
39.7425,9423.03,87.55
39.745,9423.74,87.55
39.7475,9424.46,87.54
39.75,9425.17,87.54
39.7525,9425.57,87.54
39.755,9425.63,87.53
39.7575,9424.78,87.53
39.76,9423.4,87.52
39.7625,9421.14,87.52
39.765,9418.21,87.51
39.7675,9414.6,87.51
39.77,9410.51,87.5
39.7725,9406.09,87.5
39.775,9401.49,87.49
39.7775,9397.15,87.49
39.78,9392.87,87.49
39.7825,9388.96,87.48
39.785,9385.47,87.48
39.7875,9382.26,87.47
39.79,9379.47,87.47
39.7925,9377.23,87.46
39.795,9375.37,87.46
39.7975,9373.85,87.45
39.8,9372.69,87.45
39.8025,9371.52,87.44
39.805,9370.76,87.44
39.8075,9369.96,87.43
39.81,9369.13,87.43
39.8125,9368.01,87.42
39.815,9366.79,87.42
39.8175,9365.13,87.41
39.82,9363.31,87.41
39.8225,9361.29,87.4
39.825,9359.33,87.4
39.8275,9357.2,87.39
39.83,9355.18,87.38
39.8325,9352.95,87.38
39.835,9350.63,87.37
39.8375,9347.8,87.37
39.84,9344.66,87.36
39.8425,9341.41,87.35
39.845,9337.79,87.35
39.8475,9333.91,87.34
39.85,9330.31,87.34
39.8525,9327.07,87.33
39.855,9324.46,87.32
39.8575,9323.05,87.32
39.86,9322.54,87.31
39.8625,9323.11,87.3
39.865,9324.44,87.3
39.8675,9326.23,87.29
39.87,9328.21,87.28
39.8725,9330.03,87.27
39.875,9331.52,87.27
39.8775,9332.35,87.26
39.88,9332.63,87.25
39.8825,9332.44,87.24
39.885,9331.95,87.24
39.8875,9331.36,87.23
39.89,9331.26,87.22
39.8925,9331.63,87.21
39.895,9332.34,87.2
39.8975,9333.92,87.19
39.9,9335.98,87.19
39.9025,9338.23,87.18
39.905,9340.64,87.17
39.9075,9342.77,87.16
39.91,9344.7,87.15
39.9125,9345.9,87.14
39.915,9346.23,87.13
39.9175,9345.85,87.12
39.92,9345.05,87.11
39.9225,9343.7,87.1
39.925,9342.21,87.1
39.9275,9340.51,87.09
39.93,9338.72,87.08
39.9325,9336.85,87.07
39.935,9335.22,87.06
39.9375,9333.84,87.05
39.94,9332.58,87.04
39.9425,9331.43,87.03
39.945,9330.38,87.02
39.9475,9329.11,87.01
39.95,9327.76,87
39.9525,9326.4,86.99
39.955,9324.9,86.98
39.9575,9323.12,86.97
39.96,9321.12,86.96
39.9625,9319.06,86.95
39.965,9316.83,86.94
39.9675,9314.71,86.92
39.97,9312.79,86.91
39.9725,9311.18,86.9
39.975,9309.83,86.89
39.9775,9308.82,86.88
39.98,9308.25,86.87
39.9825,9308.13,86.86
39.985,9308.57,86.85
39.9875,9309.48,86.84
39.99,9310.7,86.83
39.9925,9312.2,86.82
39.995,9313.84,86.81
39.9975,9315.45,86.8
40,9316.86,86.78
40.0025,9318,86.77
40.005,9318.79,86.76
40.0075,9319.3,86.75
40.01,9319.29,86.74
40.0125,9318.6,86.73
40.015,9317.49,86.72
40.0175,9315.86,86.71
40.02,9313.73,86.7
40.0225,9311.27,86.69
40.025,9308.46,86.68
40.0275,9305.46,86.67
40.03,9302.32,86.66
40.0325,9299.28,86.65
40.035,9296.47,86.63
40.0375,9293.97,86.62
40.04,9292.02,86.61
40.0425,9290.49,86.6
40.045,9289.56,86.6
40.0475,9289,86.59
40.05,9288.79,86.58
40.0525,9288.84,86.57
40.055,9288.94,86.56
40.0575,9288.97,86.54
40.06,9288.89,86.53
40.0625,9288.37,86.52
40.065,9287.6,86.51
40.0675,9286.62,86.51
40.07,9285.59,86.5
40.0725,9284.53,86.49
40.075,9283.6,86.48
40.0775,9282.77,86.47
40.08,9282.21,86.46
40.0825,9281.67,86.45
40.085,9281.24,86.44
40.0875,9280.75,86.43
40.09,9280.08,86.42
40.0925,9278.95,86.41
40.095,9277.5,86.41
40.0975,9275.41,86.4
40.1,9272.78,86.39
40.1025,9269.65,86.38
40.105,9266.18,86.37
40.1075,9262.37,86.36
40.11,9258.29,86.36
40.1125,9254.16,86.35
40.115,9249.86,86.34
40.1175,9245.5,86.33
40.12,9241.21,86.32
40.1225,9237.03,86.31
40.125,9232.9,86.31
40.1275,9229,86.3
40.13,9225.21,86.29
40.1325,9221.58,86.28
40.135,9218.14,86.27
40.1375,9214.83,86.27
40.14,9211.8,86.26
40.1425,9208.84,86.25
40.145,9206.01,86.25
40.1475,9203.3,86.24
40.15,9200.89,86.23
40.1525,9198.81,86.22
40.155,9197.35,86.21
40.1575,9196.18,86.21
40.16,9195.52,86.2
40.1625,9195.46,86.19
40.165,9195.83,86.19
40.1675,9196.58,86.18
40.17,9197.6,86.17
40.1725,9198.79,86.17
40.175,9199.96,86.16
40.1775,9200.92,86.15
40.18,9201.56,86.14
40.1825,9201.83,86.13
40.185,9201.5,86.13
40.1875,9200.49,86.12
40.19,9198.83,86.11
40.1925,9196.65,86.11
40.195,9194.05,86.1
40.1975,9191.2,86.09
40.2,9188.17,86.08
40.2025,9185.25,86.08
40.205,9182.37,86.07
40.2075,9179.79,86.06
40.21,9177.53,86.05
40.2125,9175.63,86.04
40.215,9174.1,86.04
40.2175,9173.02,86.03
40.22,9172.31,86.02
40.2225,9172.25,86.01
40.225,9172.67,86.01
40.2275,9173.48,86
40.23,9174.43,85.99
40.2325,9175.58,85.98
40.235,9176.65,85.97
40.2375,9177.42,85.96
40.24,9177.81,85.95
40.2425,9177.61,85.94
40.245,9176.91,85.93
40.2475,9175.86,85.93
40.25,9174.53,85.92
40.2525,9173.25,85.91
40.255,9171.99,85.9
40.2575,9171.08,85.89
40.26,9170.27,85.88
40.2625,9169.76,85.87
40.265,9169.39,85.85
40.2675,9168.87,85.84
40.27,9168.05,85.83
40.2725,9166.89,85.82
40.275,9165.18,85.81
40.2775,9162.94,85.8
40.28,9160.46,85.79
40.2825,9157.52,85.77
40.285,9154.41,85.76
40.2875,9151.13,85.75
40.29,9147.83,85.74
40.2925,9144.68,85.72
40.295,9141.68,85.71
40.2975,9138.9,85.69
40.3,9136.19,85.68
40.3025,9133.43,85.67
40.305,9130.69,85.65
40.3075,9128.12,85.64
40.31,9125.46,85.62
40.3125,9122.84,85.61
40.315,9120.47,85.59
40.3175,9118.3,85.58
40.32,9116.34,85.56
40.3225,9114.55,85.55
40.325,9112.86,85.53
40.3275,9111.22,85.51
40.33,9109.54,85.49
40.3325,9107.72,85.48
40.335,9105.73,85.46
40.3375,9103.67,85.44
40.34,9101.37,85.43
40.3425,9099.1,85.41
40.345,9096.89,85.39
40.3475,9094.76,85.37
40.35,9092.75,85.35
40.3525,9091,85.33
40.355,9089.12,85.31
40.3575,9087.31,85.29
40.36,9085.53,85.27
40.3625,9083.89,85.25
40.365,9082.35,85.23
40.3675,9080.96,85.21
40.37,9079.9,85.19
40.3725,9079.2,85.17
40.375,9078.83,85.15
40.3775,9078.76,85.13
40.38,9078.69,85.11
40.3825,9078.67,85.08
40.385,9078.29,85.06
40.3875,9077.43,85.04
40.39,9075.97,85.01
40.3925,9074.05,84.99
40.395,9071.61,84.97
40.3975,9068.79,84.95
40.4,9065.77,84.92
40.4025,9062.88,84.9
40.405,9060.19,84.88
40.4075,9057.82,84.85
40.41,9056,84.83
40.4125,9054.32,84.8
40.415,9053.01,84.78
40.4175,9051.92,84.75
40.42,9050.62,84.73
40.4225,9049.23,84.7
40.425,9047.55,84.68
40.4275,9045.31,84.65
40.43,9042.74,84.63
40.4325,9039.94,84.6
40.435,9036.65,84.58
40.4375,9033.41,84.55
40.44,9030.19,84.52
40.4425,9027.32,84.5
40.445,9024.71,84.47
40.4475,9022.63,84.44
40.45,9020.95,84.42
40.4525,9019.46,84.39
40.455,9018.13,84.36
40.4575,9016.67,84.34
40.46,9014.89,84.31
40.4625,9012.76,84.29
40.465,9010.33,84.26
40.4675,9007.42,84.23
40.47,9004.16,84.21
40.4725,9000.68,84.18
40.475,8997.17,84.15
40.4775,8993.93,84.13
40.48,8991.32,84.1
40.4825,8989.12,84.07
40.485,8987.48,84.04
40.4875,8986.51,84.02
40.49,8986.11,83.99
40.4925,8986.09,83.97
40.495,8986.5,83.94
40.4975,8987.22,83.91
40.5,8987.88,83.89
40.5025,8988.61,83.86
40.505,8989.17,83.83
40.5075,8989.56,83.81
40.51,8989.62,83.78
40.5125,8989.43,83.75
40.515,8988.83,83.73
40.5175,8987.71,83.7
40.52,8986.18,83.68
40.5225,8984.32,83.65
40.525,8981.9,83.63
40.5275,8979.24,83.6
40.53,8976.28,83.58
40.5325,8973.07,83.55
40.535,8969.81,83.52
40.5375,8966.6,83.5
40.54,8963.35,83.47
40.5425,8960.26,83.45
40.545,8957.44,83.42
40.5475,8954.89,83.4
40.55,8952.72,83.38
40.5525,8950.93,83.35
40.555,8949.52,83.33
40.5575,8948.54,83.3
40.56,8947.78,83.28
40.5625,8947.25,83.26
40.565,8946.67,83.23
40.5675,8945.87,83.21
40.57,8944.69,83.18
40.5725,8943.16,83.16
40.575,8941.36,83.14
40.5775,8939.38,83.12
40.58,8937.31,83.09
40.5825,8935.25,83.07
40.585,8933.29,83.05
40.5875,8931.78,83.03
40.59,8930.83,83
40.5925,8930.27,82.98
40.595,8930.11,82.96
40.5975,8930.09,82.93
40.6,8930.12,82.91
40.6025,8929.96,82.89
40.605,8929.42,82.87
40.6075,8928.64,82.85
40.61,8927.66,82.83
40.6125,8926.37,82.81
40.615,8925.07,82.78
40.6175,8923.88,82.76
40.62,8923.08,82.74
40.6225,8922.78,82.72
40.625,8922.98,82.7
40.6275,8923.54,82.67
40.63,8924.42,82.65
40.6325,8925.54,82.63
40.635,8926.56,82.61
40.6375,8927.38,82.59
40.64,8928.02,82.57
40.6425,8928.12,82.55
40.645,8927.91,82.53
40.6475,8927.31,82.51
40.65,8926.37,82.49
40.6525,8925.02,82.46
40.655,8923.68,82.44
40.6575,8922.11,82.42
40.66,8920.63,82.4
40.6625,8919.17,82.38
40.665,8917.9,82.36
40.6675,8917,82.34
40.67,8916.49,82.32
40.6725,8916.38,82.3
40.675,8916.64,82.28
40.6775,8917.01,82.26
40.68,8917.38,82.23
40.6825,8917.56,82.21
40.685,8917.13,82.19
40.6875,8916.11,82.17
40.69,8914.29,82.15
40.6925,8911.64,82.13
40.695,8908.14,82.11
40.6975,8904.04,82.09
40.7,8899.7,82.06
40.7025,8895.33,82.04
40.705,8890.99,82.02
40.7075,8886.93,82
40.71,8883.03,81.97
40.7125,8879.15,81.95
40.715,8875.52,81.93
40.7175,8872.04,81.9
40.72,8868.53,81.88
40.7225,8865,81.86
40.725,8861.74,81.84
40.7275,8858.96,81.81
40.73,8856.78,81.79
40.7325,8855.32,81.77
40.735,8854.56,81.74
40.7375,8854.44,81.72
40.74,8854.79,81.69
40.7425,8855.49,81.67
40.745,8856.3,81.64
40.7475,8856.76,81.62
40.75,8856.74,81.59
40.7525,8856.07,81.57
40.755,8854.56,81.54
40.7575,8852.61,81.52
40.76,8850.08,81.49
40.7625,8847.13,81.46
40.765,8844.12,81.44
40.7675,8840.97,81.41
40.77,8838.03,81.38
40.7725,8835.27,81.35
40.775,8832.69,81.33
40.7775,8830.32,81.3
40.78,8828.25,81.27
40.7825,8826.33,81.24
40.785,8824.58,81.21
40.7875,8823.01,81.18
40.79,8821.31,81.15
40.7925,8819.59,81.13
40.795,8817.83,81.1
40.7975,8815.8,81.07
40.8,8813.59,81.03
40.8025,8811.07,81
40.805,8808.19,80.97
40.8075,8805.14,80.94
40.81,8802.01,80.91
40.8125,8798.88,80.88
40.815,8796.04,80.85
40.8175,8793.38,80.81
40.82,8790.99,80.78
40.8225,8788.75,80.75
40.825,8786.54,80.72
40.8275,8784.55,80.69
40.83,8782.46,80.65
40.8325,8780.25,80.62
40.835,8777.72,80.58
40.8375,8774.94,80.55
40.84,8772.17,80.51
40.8425,8769.75,80.48
40.845,8767.82,80.44
40.8475,8766.41,80.41
40.85,8765.73,80.37
40.8525,8765.78,80.34
40.855,8766.7,80.3
40.8575,8768.28,80.27
40.86,8770.26,80.23
40.8625,8772.52,80.19
40.865,8774.63,80.15
40.8675,8776.1,80.11
40.87,8777.03,80.08
40.8725,8777.34,80.04
40.875,8776.96,80
40.8775,8775.81,79.97
40.88,8774.21,79.93
40.8825,8772.25,79.89
40.885,8770,79.85
40.8875,8767.48,79.82
40.89,8765.18,79.77
40.8925,8762.75,79.73
40.895,8760.56,79.69
40.8975,8758.59,79.65
40.9,8756.96,79.61
40.9025,8755.61,79.57
40.905,8754.87,79.53
40.9075,8754.56,79.49
40.91,8754.79,79.45
40.9125,8755.35,79.41
40.915,8756.12,79.37
40.9175,8757.09,79.33
40.92,8757.84,79.29
40.9225,8758.45,79.25
40.925,8758.65,79.2
40.9275,8758.39,79.16
40.93,8757.48,79.12
40.9325,8756.09,79.08
40.935,8754.2,79.04
40.9375,8751.69,79
40.94,8748.77,78.96
40.9425,8745.44,78.92
40.945,8741.56,78.87
40.9475,8737.17,78.83
40.95,8732.5,78.79
40.9525,8727.68,78.74
40.955,8723.09,78.7
40.9575,8718.72,78.66
40.96,8714.85,78.61
40.9625,8711.64,78.57
40.965,8708.85,78.53
40.9675,8707.11,78.49
40.97,8706.06,78.44
40.9725,8705.54,78.4
40.975,8705.35,78.36
40.9775,8705.45,78.31
40.98,8705.51,78.27
40.9825,8705.8,78.22
40.985,8706.27,78.18
40.9875,8706.7,78.13
40.99,8707.31,78.09
40.9925,8707.98,78.05
40.995,8708.33,78
40.9975,8708.78,77.96
41,8709.06,77.92
41.0025,8709.1,77.87
41.005,8708.73,77.83
41.0075,8707.65,77.78
41.01,8705.94,77.74
41.0125,8703.49,77.69
41.015,8700.35,77.64
41.0175,8696.66,77.6
41.02,8692.79,77.56
41.0225,8688.84,77.51
41.025,8685.28,77.47
41.0275,8681.94,77.42
41.03,8679.01,77.38
41.0325,8676.49,77.33
41.035,8674.39,77.29
41.0375,8672.75,77.24
41.04,8671.15,77.19
41.0425,8669.76,77.15
41.045,8668.5,77.1
41.0475,8667.52,77.06
41.05,8666.64,77.01
41.0525,8666.07,76.97
41.055,8665.81,76.92
41.0575,8665.31,76.88
41.06,8664.78,76.83
41.0625,8664.03,76.78
41.065,8662.91,76.74
41.0675,8661.35,76.69
41.07,8659.35,76.64
41.0725,8656.82,76.6
41.075,8653.77,76.55
41.0775,8650.52,76.5
41.08,8647.3,76.46
41.0825,8644.3,76.41
41.085,8641.53,76.37
41.0875,8639.17,76.32
41.09,8637.39,76.28
41.0925,8636.01,76.23
41.095,8635.11,76.18
41.0975,8634.71,76.13
41.1,8634.63,76.09
41.1025,8634.62,76.04
41.105,8634.8,75.99
41.1075,8634.96,75.95
41.11,8634.99,75.9
41.1125,8634.76,75.85
41.115,8634.19,75.81
41.1175,8633.26,75.76
41.12,8632.04,75.71
41.1225,8630.43,75.67
41.125,8628.75,75.62
41.1275,8626.91,75.57
41.13,8624.78,75.52
41.1325,8622.65,75.47
41.135,8620.41,75.43
41.1375,8618.11,75.38
41.14,8615.62,75.33
41.1425,8612.97,75.29
41.145,8610.03,75.24
41.1475,8607.16,75.19
41.15,8604.25,75.14
41.1525,8601.2,75.1
41.155,8598.02,75.05
41.1575,8594.8,75
41.16,8591.54,74.95
41.1625,8588.21,74.9
41.165,8584.9,74.85
41.1675,8581.59,74.81
41.17,8578.18,74.76
41.1725,8574.79,74.71
41.175,8571.45,74.67
41.1775,8568.01,74.62
41.18,8564.82,74.57
41.1825,8561.73,74.52
41.185,8558.78,74.47
41.1875,8556.32,74.43
41.19,8554.36,74.38
41.1925,8552.77,74.33
41.195,8551.87,74.28
41.1975,8551.66,74.23
41.2,8551.81,74.19
41.2025,8552.39,74.14
41.205,8553.33,74.09
41.2075,8554.49,74.04
41.21,8555.73,74
41.2125,8556.95,73.95
41.215,8558.16,73.9
41.2175,8559.19,73.85
41.22,8560.17,73.81
41.2225,8561.07,73.75
41.225,8561.9,73.71
41.2275,8562.68,73.66
41.23,8563.25,73.61
41.2325,8563.83,73.57
41.235,8564.2,73.52
41.2375,8564.42,73.47
41.24,8564.38,73.43
41.2425,8563.92,73.38
41.245,8563.11,73.33
41.2475,8561.83,73.29
41.25,8560.03,73.24
41.2525,8557.81,73.19
41.255,8555.29,73.14
41.2575,8552.36,73.1
41.26,8549.29,73.05
41.2625,8546.11,73.01
41.265,8542.99,72.96
41.2675,8539.98,72.91
41.27,8537.22,72.87
41.2725,8534.58,72.82
41.275,8532.33,72.77
41.2775,8530.31,72.73
41.28,8528.48,72.68
41.2825,8526.79,72.63
41.285,8525.16,72.59
41.2875,8523.74,72.54
41.29,8522.31,72.5
41.2925,8521.12,72.46
41.295,8519.98,72.41
41.2975,8518.98,72.37
41.3,8518,72.32
41.3025,8517.11,72.28
41.305,8516.07,72.23
41.3075,8515.13,72.19
41.31,8514.05,72.14
41.3125,8512.69,72.1
41.315,8511.3,72.05
41.3175,8509.81,72.01
41.32,8508.34,71.97
41.3225,8506.9,71.92
41.325,8505.43,71.88
41.3275,8504.06,71.84
41.33,8502.85,71.8
41.3325,8501.5,71.76
41.335,8500.31,71.71
41.3375,8499.16,71.67
41.34,8497.84,71.62
41.3425,8496.4,71.58
41.345,8494.78,71.54
41.3475,8492.9,71.5
41.35,8490.75,71.46
41.3525,8488.17,71.42
41.355,8485.47,71.38
41.3575,8482.39,71.33
41.36,8478.91,71.29
41.3625,8475.3,71.25
41.365,8471.38,71.21
41.3675,8467.26,71.17
41.37,8463.05,71.13
41.3725,8458.64,71.09
41.375,8454.38,71.05
41.3775,8450.08,71.01
41.38,8446,70.97
41.3825,8442.41,70.93
41.385,8439.04,70.89
41.3875,8436.09,70.85
41.39,8433.53,70.81
41.3925,8431.18,70.78
41.395,8428.98,70.73
41.3975,8426.88,70.7
41.4,8424.6,70.65
41.4025,8422.41,70.62
41.405,8419.97,70.58
41.4075,8417.24,70.54
41.41,8414.56,70.5
41.4125,8411.75,70.47
41.415,8409.03,70.43
41.4175,8406.42,70.39
41.42,8403.93,70.35
41.4225,8401.42,70.32
41.425,8398.97,70.28
41.4275,8396.53,70.24
41.43,8394.33,70.2
41.4325,8392.27,70.16
41.435,8390.37,70.13
41.4375,8388.95,70.09
41.44,8387.87,70.06
41.4425,8387.21,70.02
41.445,8386.75,69.98
41.4475,8386.66,69.95
41.45,8386.68,69.91
41.4525,8386.49,69.88
41.455,8386.09,69.84
41.4575,8385.33,69.81
41.46,8384.08,69.77
41.4625,8382.43,69.73
41.465,8380.33,69.7
41.4675,8377.87,69.66
41.47,8375.09,69.63
41.4725,8372,69.59
41.475,8368.88,69.56
41.4775,8365.66,69.52
41.48,8362.43,69.49
41.4825,8359.5,69.45
41.485,8356.87,69.42
41.4875,8354.74,69.38
41.49,8353.09,69.35
41.4925,8351.84,69.31
41.495,8351.05,69.28
41.4975,8350.74,69.24
41.5,8350.52,69.21
41.5025,8350.27,69.18
41.505,8349.83,69.14
41.5075,8349.06,69.11
41.51,8347.98,69.07
41.5125,8346.64,69.04
41.515,8345.09,69.01
41.5175,8343.43,68.97
41.52,8341.63,68.94
41.5225,8340.04,68.9
41.525,8338.62,68.87
41.5275,8337.48,68.83
41.53,8336.52,68.8
41.5325,8335.98,68.77
41.535,8335.45,68.73
41.5375,8335.11,68.7
41.54,8334.9,68.67
41.5425,8334.99,68.63
41.545,8335.54,68.6
41.5475,8336.4,68.56
41.55,8338.02,68.53
41.5525,8340.4,68.5
41.555,8343.46,68.46
41.5575,8346.88,68.43
41.56,8350.49,68.4
41.5625,8353.82,68.36
41.565,8356.41,68.33
41.5675,8358.17,68.3
41.57,8358.73,68.26
41.5725,8358.34,68.23
41.575,8357.02,68.2
41.5775,8355.23,68.16
41.58,8353.11,68.13
41.5825,8350.95,68.09
41.585,8348.89,68.06
41.5875,8347.05,68.03
41.59,8345.42,68
41.5925,8344.02,67.96
41.595,8342.56,67.93
41.5975,8341.3,67.9
41.6,8340.05,67.87
41.6025,8339.04,67.83
41.605,8338.42,67.8
41.6075,8338.06,67.76
41.61,8338.26,67.73
41.6125,8338.86,67.7
41.615,8339.42,67.66
41.6175,8339.9,67.63
41.62,8340.04,67.6
41.6225,8339.6,67.57
41.625,8338.56,67.54
41.6275,8336.88,67.51
41.63,8334.61,67.47
41.6325,8332.21,67.44
41.635,8329.56,67.41
41.6375,8327.11,67.37
41.64,8324.62,67.34
41.6425,8322.26,67.31
41.645,8319.87,67.28
41.6475,8317.41,67.25
41.65,8314.45,67.22
41.6525,8311.04,67.19
41.655,8306.92,67.16
41.6575,8302.21,67.13
41.66,8297.17,67.1
41.6625,8291.86,67.07
41.665,8286.72,67.04
41.6675,8281.96,67
41.67,8277.99,66.97
41.6725,8274.82,66.94
41.675,8272.49,66.91
41.6775,8270.86,66.88
41.68,8269.89,66.86
41.6825,8269.27,66.83
41.685,8269.09,66.8
41.6875,8269.2,66.77
41.69,8269.3,66.74
41.6925,8269.51,66.72
41.695,8269.54,66.69
41.6975,8269.49,66.66
41.7,8269.07,66.63
41.7025,8268.02,66.6
41.705,8266.59,66.58
41.7075,8264.43,66.55
41.71,8261.82,66.52
41.7125,8258.58,66.5
41.715,8255.2,66.47
41.7175,8251.55,66.45
41.72,8248.09,66.42
41.7225,8244.82,66.4
41.725,8241.81,66.37
41.7275,8239.35,66.35
41.73,8236.9,66.32
41.7325,8234.7,66.3
41.735,8232.53,66.28
41.7375,8230.57,66.25
41.74,8228.77,66.23
41.7425,8227.22,66.21
41.745,8225.72,66.19
41.7475,8224.68,66.16
41.75,8223.7,66.14
41.7525,8223.24,66.12
41.755,8223.05,66.1
41.7575,8222.75,66.08
41.76,8222.55,66.06
41.7625,8222.43,66.04
41.765,8222.46,66.02
41.7675,8222.91,66
41.77,8223.87,65.98
41.7725,8225.42,65.96
41.775,8227.66,65.94
41.7775,8230.25,65.92
41.78,8233.67,65.9
41.7825,8236.82,65.89
41.785,8240.14,65.87
41.7875,8242.72,65.85
41.79,8245.02,65.84
41.7925,8246.79,65.82
41.795,8248.64,65.8
41.7975,8250.81,65.79
41.8,8253.67,65.77
41.8025,8257.5,65.76
41.805,8262.27,65.74
