wavelength,flux,error
2.49537,661.08,4.25
2.4955,660.96,4.25
2.49563,660.56,4.25
2.49575,659.9,4.26
2.49587,659.03,4.26
2.496,657.92,4.26
2.49612,656.53,4.26
2.49625,654.87,4.26
2.49637,652.95,4.26
2.4965,650.73,4.28
2.49662,648.27,4.28
2.49675,645.63,4.28
2.49688,642.91,4.28
2.497,640.29,4.28
2.49712,638.03,4.28
2.49725,636.25,4.28
2.49738,635.02,4.29
2.4975,634.44,4.29
2.49762,634.48,4.29
2.49775,635.16,4.29
2.49787,636.34,4.29
2.498,637.96,4.29
2.49812,639.98,4.3
2.49825,642.28,4.3
2.49837,644.73,4.3
2.4985,647.28,4.3
2.49863,649.87,4.3
2.49875,652.36,4.3
2.49887,654.76,4.31
2.499,656.94,4.31
2.49913,658.9,4.31
2.49925,660.53,4.31
2.49937,661.95,4.31
2.4995,663.15,4.31
2.49962,664.12,4.31
2.49975,664.99,4.32
2.49987,665.75,4.32
2.5,666.54,4.32
2.50012,667.23,4.32
2.50025,667.94,4.32
2.50038,668.61,4.32
2.5005,669.22,4.32
2.50062,669.78,4.33
2.50075,670.24,4.33
2.50087,670.62,4.33
2.501,670.93,4.33
2.50112,671.19,4.33
2.50125,671.47,4.33
2.50137,671.78,4.33
2.5015,672.17,4.34
2.50163,672.69,4.34
2.50175,673.36,4.34
2.50187,674.15,4.34
2.502,675.03,4.34
2.50213,675.95,4.34
2.50225,676.87,4.34
2.50237,677.69,4.34
2.5025,678.4,4.35
2.50262,678.96,4.35
2.50275,679.32,4.35
2.50287,679.52,4.35
2.503,679.55,4.35
2.50312,679.45,4.35
2.50325,679.21,4.35
2.50338,678.9,4.37
2.5035,678.55,4.37
2.50362,678.21,4.37
2.50375,677.94,4.37
2.50388,677.74,4.37
2.504,677.65,4.37
2.50412,677.67,4.37
2.50425,677.79,4.37
2.50437,678.04,4.37
2.5045,678.37,4.38
2.50462,678.78,4.38
2.50475,679.26,4.38
2.50487,679.77,4.38
2.505,680.3,4.38
2.50513,680.84,4.38
2.50525,681.33,4.38
2.50537,681.8,4.38
2.5055,682.19,4.39
2.50563,682.49,4.39
2.50575,682.69,4.39
2.50587,682.8,4.39
2.506,682.83,4.39
2.50612,682.77,4.39
2.50625,682.63,4.39
2.50637,682.41,4.39
2.5065,682.14,4.39
2.50662,681.78,4.39
2.50675,681.38,4.4
2.50688,680.93,4.4
2.507,680.44,4.4
2.50712,679.95,4.4
2.50725,679.47,4.4
2.50738,679.02,4.4
2.5075,678.59,4.4
2.50762,678.24,4.4
2.50775,677.97,4.4
2.50787,677.77,4.4
2.508,677.68,4.41
2.50812,677.66,4.41
2.50825,677.77,4.41
2.50837,677.94,4.41
2.5085,678.18,4.41
2.50863,678.52,4.41
2.50875,678.9,4.41
2.50887,679.34,4.41
2.509,679.86,4.41
2.50912,680.46,4.41
2.50925,681.11,4.42
2.50937,681.8,4.42
2.5095,682.5,4.42
2.50962,683.21,4.42
2.50975,683.89,4.42
2.50987,684.48,4.42
2.51,684.98,4.42
2.51012,685.35,4.42
2.51025,685.6,4.42
2.51038,685.72,4.42
2.5105,685.74,4.42
2.51062,685.72,4.42
2.51075,685.7,4.43
2.51087,685.73,4.43
2.511,685.87,4.43
2.51112,686.13,4.43
2.51125,686.53,4.43
2.51137,686.98,4.43
2.5115,687.5,4.43
2.51162,688.01,4.43
2.51175,688.46,4.43
2.51187,688.8,4.43
2.512,689,4.43
2.51213,689.05,4.44
2.51225,688.95,4.44
2.51237,688.72,4.44
2.5125,688.38,4.44
2.51262,688,4.44
2.51275,687.59,4.44
2.51287,687.26,4.44
2.513,687.02,4.44
2.51312,686.94,4.44
2.51325,687.07,4.44
2.51338,687.41,4.44
2.5135,687.95,4.46
2.51362,688.71,4.46
2.51375,689.62,4.46
2.51388,690.62,4.46
2.514,691.63,4.46
2.51412,692.62,4.46
2.51425,693.53,4.46
2.51437,694.3,4.46
2.5145,694.94,4.46
2.51462,695.41,4.46
2.51475,695.75,4.47
2.51487,695.99,4.47
2.515,696.16,4.47
2.51513,696.31,4.47
2.51525,696.49,4.47
2.51537,696.75,4.47
2.5155,697.13,4.47
2.51562,697.67,4.47
2.51575,698.31,4.47
2.51587,699.03,4.47
2.516,699.79,4.48
2.51612,700.55,4.48
2.51625,701.24,4.48
2.51638,701.86,4.48
2.5165,702.39,4.48
2.51662,702.83,4.48
2.51675,703.18,4.48
2.51688,703.48,4.48
2.517,703.73,4.48
2.51712,703.93,4.48
2.51725,704.09,4.49
2.51737,704.27,4.49
2.5175,704.41,4.49
2.51762,704.52,4.49
2.51775,704.61,4.49
2.51787,704.63,4.49
2.518,704.61,4.49
2.51813,704.5,4.49
2.51825,704.28,4.49
2.51837,704,4.5
2.5185,703.66,4.5
2.51863,703.26,4.5
2.51875,702.88,4.5
2.51887,702.53,4.5
2.519,702.26,4.5
2.51912,702.07,4.5
2.51925,701.96,4.5
2.51937,701.99,4.51
2.5195,702.12,4.51
2.51962,702.39,4.51
2.51975,702.74,4.51
2.51988,703.18,4.51
2.52,703.67,4.51
2.52012,704.16,4.51
2.52025,704.6,4.51
2.52038,704.93,4.52
2.5205,705.14,4.52
2.52062,705.21,4.52
2.52075,705.18,4.52
2.52087,705.04,4.52
2.521,704.88,4.52
2.52112,704.76,4.52
2.52125,704.72,4.52
2.52137,704.8,4.54
2.5215,705.01,4.54
2.52163,705.33,4.54
2.52175,705.75,4.54
2.52187,706.25,4.54
2.522,706.75,4.54
2.52213,707.2,4.54
2.52225,707.54,4.54
2.52237,707.8,4.55
2.5225,707.91,4.55
2.52262,707.92,4.55
2.52275,707.88,4.55
2.52287,707.8,4.55
2.523,707.78,4.55
2.52312,707.87,4.55
2.52325,708.07,4.56
2.52338,708.4,4.56
2.5235,708.85,4.56
2.52362,709.38,4.56
2.52375,709.94,4.56
2.52387,710.47,4.56
2.524,710.95,4.56
2.52412,711.37,4.57
2.52425,711.71,4.57
2.52437,712,4.57
2.5245,712.23,4.57
2.52462,712.47,4.57
2.52475,712.74,4.57
2.52487,713.08,4.58
2.525,713.5,4.58
2.52513,713.96,4.58
2.52525,714.54,4.58
2.52537,715.13,4.58
2.5255,715.74,4.58
2.52562,716.34,4.58
2.52575,716.86,4.59
2.52587,717.29,4.59
2.526,717.6,4.59
2.52612,717.79,4.59
2.52625,717.82,4.59
2.52637,717.72,4.59
2.5265,717.51,4.6
2.52662,717.24,4.6
2.52675,716.92,4.6
2.52688,716.59,4.6
2.527,716.28,4.6
2.52712,716.06,4.6
2.52725,715.91,4.61
2.52737,715.82,4.61
2.5275,715.77,4.61
2.52762,715.72,4.61
2.52775,715.63,4.61
2.52787,715.49,4.61
2.528,715.3,4.63
2.52813,715.07,4.63
2.52825,714.85,4.63
2.52837,714.65,4.63
2.5285,714.53,4.63
2.52863,714.49,4.63
2.52875,714.57,4.64
2.52887,714.77,4.64
2.529,715.11,4.64
2.52912,715.51,4.64
2.52925,716.03,4.64
2.52937,716.63,4.64
2.5295,717.27,4.65
2.52962,718,4.65
2.52975,718.74,4.65
2.52988,719.51,4.65
2.53,720.26,4.65
2.53012,721.04,4.66
2.53025,721.79,4.66
2.53038,722.55,4.66
2.5305,723.29,4.66
2.53062,724.09,4.66
2.53075,724.9,4.66
2.53087,725.7,4.67
2.531,726.48,4.67
2.53112,727.22,4.67
2.53125,727.85,4.67
2.53137,728.34,4.67
2.5315,728.65,4.68
2.53163,728.67,4.68
2.53175,728.45,4.68
2.53187,728.03,4.68
2.532,727.39,4.68
2.53212,726.69,4.69
2.53225,725.94,4.69
2.53237,725.27,4.69
2.5325,724.75,4.69
2.53262,724.46,4.69
2.53275,724.44,4.69
2.53288,724.68,4.7
2.533,725.19,4.7
2.53312,725.95,4.7
2.53325,726.94,4.7
2.53338,728.09,4.7
2.5335,729.33,4.72
2.53362,730.61,4.72
2.53375,731.81,4.72
2.53387,732.83,4.72
2.534,733.59,4.72
2.53412,734,4.73
2.53425,734.09,4.73
2.53437,733.85,4.73
2.5345,733.37,4.73
2.53463,732.77,4.73
2.53475,732.18,4.74
2.53487,731.72,4.74
2.535,731.46,4.74
2.53513,731.4,4.74
2.53525,731.56,4.74
2.53537,731.9,4.75
2.5355,732.33,4.75
2.53562,732.82,4.75
2.53575,733.31,4.75
2.53587,733.79,4.76
2.536,734.2,4.76
2.53612,734.54,4.76
2.53625,734.86,4.76
2.53638,735.1,4.76
2.5365,735.28,4.77
2.53662,735.46,4.77
2.53675,735.64,4.77
2.53688,735.88,4.77
2.537,736.13,4.77
2.53712,736.46,4.78
2.53725,736.82,4.78
2.53737,737.23,4.78
2.5375,737.66,4.78
2.53762,738.08,4.8
2.53775,738.47,4.8
2.53787,738.83,4.8
2.538,739.14,4.8
2.53813,739.4,4.8
2.53825,739.61,4.81
2.53837,739.75,4.81
2.5385,739.84,4.81
2.53863,739.89,4.81
2.53875,739.9,4.82
2.53887,739.9,4.82
2.539,739.9,4.82
2.53912,739.93,4.82
2.53925,740.02,4.82
2.53937,740.2,4.83
2.5395,740.46,4.83
2.53962,740.82,4.83
2.53975,741.27,4.83
2.53988,741.75,4.84
2.54,742.28,4.84
2.54012,742.8,4.84
2.54025,743.3,4.84
2.54037,743.78,4.84
2.5405,744.22,4.85
2.54062,744.62,4.85
2.54075,745.02,4.85
2.54087,745.44,4.85
2.541,745.93,4.86
2.54112,746.46,4.86
2.54125,747.04,4.86
2.54137,747.66,4.86
2.5415,748.24,4.86
2.54163,748.72,4.87
2.54175,749.07,4.87
2.54187,749.26,4.87
2.542,749.33,4.87
2.54212,749.3,4.89
2.54225,749.2,4.89
2.54237,749.11,4.89
2.5425,749.09,4.89
2.54262,749.14,4.9
2.54275,749.33,4.9
2.54288,749.67,4.9
2.543,750.11,4.9
2.54312,750.68,4.9
2.54325,751.32,4.91
2.54338,752.01,4.91
2.5435,752.69,4.91
2.54362,753.33,4.91
2.54375,753.88,4.92
2.54387,754.31,4.92
2.544,754.63,4.92
2.54412,754.86,4.92
2.54425,755.03,4.92
2.54437,755.18,4.93
2.5445,755.36,4.93
2.54463,755.61,4.93
2.54475,755.9,4.93
2.54487,756.22,4.93
2.545,756.57,4.94
2.54513,756.9,4.94
2.54525,757.16,4.94
2.54537,757.35,4.94
2.5455,757.43,4.95
2.54562,757.39,4.95
2.54575,757.26,4.95
2.54587,757.07,4.95
2.546,756.82,4.95
2.54612,756.56,4.97
2.54625,756.31,4.97
2.54638,756.04,4.97
2.5465,755.76,4.97
2.54662,755.47,4.97
2.54675,755.21,4.98
2.54688,754.96,4.98
2.547,754.76,4.98
2.54712,754.67,4.98
2.54725,754.69,4.98
2.54737,754.83,4.99
2.5475,755.1,4.99
2.54763,755.44,4.99
2.54775,755.8,4.99
2.54787,756.12,4.99
2.548,756.32,4.99
2.54813,756.38,5
2.54825,756.26,5
2.54837,756.01,5
2.5485,755.69,5
2.54862,755.4,5
2.54875,755.21,5
2.54887,755.17,5.01
2.549,755.27,5.01
2.54912,755.48,5.01
2.54925,755.74,5.01
2.54938,756.01,5.01
2.5495,756.21,5.01
2.54962,756.31,5.02
2.54975,756.34,5.02
2.54988,756.31,5.02
2.55,756.25,5.02
2.55012,756.26,5.02
2.55025,756.38,5.02
2.55037,756.66,5.02
2.5505,757.1,5.03
2.55062,757.69,5.03
2.55075,758.38,5.03
2.55087,759.07,5.03
2.551,759.62,5.03
2.55113,760.04,5.03
2.55125,760.29,5.03
2.55137,760.38,5.03
2.5515,760.36,5.04
2.55163,760.25,5.04
2.55175,760.2,5.04
2.55187,760.18,5.04
2.552,760.25,5.04
2.55212,760.51,5.04
2.55225,760.93,5.04
2.55237,761.5,5.04
2.5525,762.26,5.04
2.55262,763.16,5.06
2.55275,764.16,5.06
2.55288,765.19,5.06
2.553,766.22,5.06
2.55312,767.17,5.06
2.55325,767.98,5.06
2.55338,768.64,5.06
2.5535,769.14,5.06
2.55362,769.53,5.06
2.55375,769.82,5.06
2.55387,770.08,5.06
2.554,770.39,5.06
2.55412,770.72,5.06
2.55425,771.12,5.07
2.55437,771.59,5.07
2.5545,772.06,5.07
2.55463,772.56,5.07
2.55475,772.99,5.07
2.55487,773.32,5.07
2.555,773.49,5.07
2.55512,773.51,5.07
2.55525,773.39,5.07
2.55537,773.13,5.07
2.5555,772.79,5.07
2.55562,772.42,5.07
2.55575,772.1,5.07
2.55587,771.79,5.07
2.556,771.54,5.07
2.55612,771.37,5.07
2.55625,771.27,5.07
2.55638,771.24,5.07
2.5565,771.25,5.07
2.55662,771.36,5.07
2.55675,771.54,5.07
2.55687,771.81,5.07
2.557,772.18,5.07
2.55712,772.64,5.07
2.55725,773.23,5.07
2.55737,773.86,5.07
2.5575,774.54,5.07
2.55762,775.22,5.07
2.55775,775.78,5.07
2.55787,776.29,5.07
2.558,776.65,5.07
2.55813,776.85,5.07
2.55825,776.88,5.07
2.55837,776.76,5.07
2.5585,776.48,5.07
2.55862,776.13,5.07
2.55875,775.72,5.07
2.55887,775.29,5.07
2.559,774.91,5.07
2.55912,774.61,5.07
2.55925,774.54,5.07
2.55938,774.64,5.07
2.5595,775.01,5.07
2.55962,775.7,5.07
2.55975,776.72,5.06
2.55988,778.06,5.06
2.56,779.67,5.06
2.56012,781.44,5.06
2.56025,783.23,5.06
2.56037,784.89,5.06
2.5605,786.35,5.06
2.56062,787.51,5.06
2.56075,788.27,5.06
2.56087,788.68,5.06
2.561,788.74,5.06
2.56113,788.45,5.06
2.56125,787.87,5.06
2.56137,787.03,5.06
2.5615,785.98,5.04
2.56163,784.73,5.04
2.56175,783.35,5.04
2.56187,781.89,5.04
2.562,780.47,5.04
2.56212,779.2,5.04
2.56225,778.2,5.04
2.56237,777.59,5.04
2.5625,777.43,5.04
2.56262,777.76,5.04
2.56275,778.55,5.04
2.56288,779.67,5.03
2.563,781,5.03
2.56312,782.43,5.03
2.56325,783.84,5.03
2.56337,785.11,5.03
2.5635,786.19,5.03
2.56362,786.99,5.03
2.56375,787.57,5.03
2.56387,787.93,5.03
2.564,788.13,5.03
2.56413,788.15,5.02
2.56425,788.04,5.02
2.56437,787.81,5.02
2.5645,787.39,5.02
2.56463,786.74,5.02
2.56475,785.8,5.02
2.56487,784.61,5.02
2.565,783.17,5.02
2.56512,781.53,5.02
2.56525,779.82,5.01
2.56537,778.14,5.01
2.5655,776.59,5.01
2.56562,775.31,5.01
2.56575,774.36,5.01
2.56588,773.77,5.01
2.566,773.54,5.01
2.56612,773.7,5.01
2.56625,774.2,5
2.56638,774.97,5
2.5665,775.92,5
2.56662,777.03,5
2.56675,778.16,5
2.56687,779.27,5
2.567,780.26,5
2.56712,781.14,5
2.56725,781.87,4.99
2.56737,782.47,4.99
2.5675,782.94,4.99
2.56763,783.33,4.99
2.56775,783.62,4.99
2.56787,783.9,4.99
2.568,784.16,4.99
2.56813,784.39,4.99
2.56825,784.59,4.98
2.56837,784.76,4.98
2.5685,784.9,4.98
2.56862,784.98,4.98
2.56875,784.99,4.98
2.56887,784.96,4.98
2.569,784.89,4.98
2.56912,784.87,4.98
2.56925,784.91,4.98
2.56938,785.06,4.97
2.5695,785.35,4.97
2.56962,785.8,4.97
2.56975,786.41,4.97
2.56988,787.14,4.97
2.57,787.94,4.97
2.57012,788.8,4.97
2.57025,789.65,4.97
2.57037,790.45,4.95
2.5705,791.16,4.95
2.57062,791.81,4.95
2.57075,792.35,4.95
2.57087,792.8,4.95
2.571,793.18,4.95
2.57113,793.51,4.95
2.57125,793.8,4.95
2.57137,794.09,4.95
2.5715,794.44,4.95
2.57162,794.9,4.94
2.57175,795.39,4.94
2.57187,795.97,4.94
2.572,796.63,4.94
2.57212,797.31,4.94
2.57225,797.98,4.94
2.57237,798.62,4.94
2.5725,799.18,4.94
2.57262,799.67,4.94
2.57275,800.03,4.94
2.57288,800.29,4.93
2.573,800.46,4.93
2.57312,800.54,4.93
2.57325,800.57,4.93
2.57337,800.57,4.93
2.5735,800.59,4.93
2.57362,800.63,4.93
2.57375,800.71,4.93
2.57387,800.83,4.93
2.574,800.97,4.93
2.57413,801.08,4.93
2.57425,801.14,4.93
2.57437,801.11,4.92
2.5745,800.93,4.92
2.57463,800.52,4.92
2.57475,799.9,4.92
2.57487,799,4.92
2.575,797.87,4.92
2.57512,796.55,4.92
2.57525,795.04,4.92
2.57537,793.42,4.92
2.5755,791.78,4.92
2.57562,790.19,4.92
2.57575,788.77,4.92
2.57588,787.59,4.92
2.576,786.74,4.92
2.57612,786.28,4.92
2.57625,786.23,4.92
2.57638,786.56,4.92
2.5765,787.2,4.91
2.57662,788.07,4.91
2.57675,789.11,4.91
2.57687,790.23,4.91
2.577,791.36,4.91
2.57712,792.45,4.91
2.57725,793.52,4.91
2.57737,794.5,4.91
2.5775,795.41,4.91
2.57763,796.25,4.91
2.57775,797.05,4.91
2.57787,797.77,4.91
2.578,798.43,4.91
2.57812,799,4.91
2.57825,799.51,4.91
2.57837,799.94,4.91
2.5785,800.29,4.91
2.57862,800.61,4.91
2.57875,800.82,4.91
2.57888,800.97,4.91
2.579,801.04,4.91
2.57912,801.08,4.91
2.57925,801.1,4.91
2.57938,801.11,4.91
2.5795,801.12,4.91
2.57962,801.13,4.91
2.57975,801.15,4.91
2.57987,801.2,4.91
2.58,801.25,4.91
2.58012,801.3,4.91
2.58025,801.38,4.91
2.58037,801.45,4.91
2.5805,801.54,4.91
2.58063,801.64,4.91
2.58075,801.78,4.91
2.58087,802.02,4.91
2.581,802.35,4.91
2.58113,802.76,4.91
2.58125,803.27,4.91
2.58137,803.82,4.91
2.5815,804.41,4.91
2.58162,804.99,4.91
2.58175,805.54,4.91
2.58187,806,4.91
2.582,806.35,4.91
2.58212,806.63,4.92
2.58225,806.78,4.92
2.58238,806.89,4.92
2.5825,806.95,4.92
2.58262,807.04,4.92
2.58275,807.2,4.92
2.58288,807.44,4.92
2.583,807.85,4.92
2.58312,808.4,4.92
2.58325,809.17,4.92
2.58337,810.05,4.92
2.5835,811.05,4.92
2.58362,812.1,4.92
2.58375,813.15,4.92
2.58387,814.19,4.92
2.584,815.14,4.92
2.58413,815.98,4.92
2.58425,816.73,4.93
2.58437,817.32,4.93
2.5845,817.82,4.93
2.58463,818.17,4.93
2.58475,818.4,4.93
2.58487,818.5,4.93
2.585,818.49,4.93
2.58512,818.4,4.93
2.58525,818.24,4.93
2.58537,818.08,4.93
2.5855,817.99,4.93
2.58562,817.97,4.93
2.58575,818.09,4.94
2.58588,818.42,4.94
2.586,818.92,4.94
2.58612,819.56,4.94
2.58625,820.33,4.94
2.58637,821.16,4.94
2.5865,822,4.94
2.58662,822.78,4.94
2.58675,823.49,4.94
2.58687,824.07,4.94
2.587,824.53,4.94
2.58712,824.87,4.95
2.58725,825.08,4.95
2.58737,825.21,4.95
2.5875,825.28,4.95
2.58763,825.32,4.95
2.58775,825.33,4.95
2.58787,825.37,4.95
2.588,825.42,4.95
2.58812,825.47,4.97
2.58825,825.52,4.97
2.58837,825.57,4.97
2.5885,825.59,4.97
2.58862,825.6,4.97
2.58875,825.6,4.97
2.58887,825.64,4.97
2.589,825.69,4.97
2.58912,825.83,4.97
2.58925,826.02,4.98
2.58938,826.29,4.98
2.5895,826.62,4.98
2.58962,827.02,4.98
2.58975,827.45,4.98
2.58987,827.89,4.98
2.59,828.35,4.98
2.59012,828.79,4.98
2.59025,829.25,4.99
2.59037,829.68,4.99
2.5905,830.13,4.99
2.59063,830.56,4.99
2.59075,831.01,4.99
2.59087,831.47,4.99
2.591,831.98,4.99
2.59113,832.57,4.99
2.59125,833.2,5
2.59137,833.95,5
2.5915,834.8,5
2.59162,835.76,5
2.59175,836.79,5
2.59187,837.86,5
2.592,838.93,5.01
2.59212,839.91,5.01
2.59225,840.78,5.01
2.59238,841.46,5.01
2.5925,841.95,5.01
2.59262,842.24,5.01
2.59275,842.36,5.01
2.59288,842.35,5.01
2.593,842.3,5.02
2.59312,842.18,5.02
2.59325,842.06,5.02
2.59337,841.96,5.02
2.5935,841.89,5.02
2.59363,841.81,5.02
2.59375,841.75,5.02
2.59387,841.7,5.03
2.594,841.63,5.03
2.59413,841.52,5.03
2.59425,841.34,5.03
2.59437,841.12,5.03
2.5945,840.83,5.03
2.59462,840.51,5.04
2.59475,840.17,5.04
2.59487,839.87,5.04
2.595,839.63,5.04
2.59512,839.49,5.04
2.59525,839.49,5.04
2.59538,839.64,5.04
2.5955,839.96,5.06
2.59562,840.41,5.06
2.59575,841.01,5.06
2.59588,841.69,5.06
2.596,842.41,5.06
2.59612,843.17,5.06
2.59625,843.96,5.06
2.59637,844.69,5.07
2.5965,845.44,5.07
2.59662,846.13,5.07
2.59675,846.81,5.07
2.59687,847.48,5.07
2.597,848.11,5.07
2.59713,848.78,5.08
2.59725,849.41,5.08
2.59737,850.01,5.08
2.5975,850.6,5.08
2.59763,851.14,5.08
2.59775,851.64,5.08
2.59787,852.08,5.08
2.598,852.5,5.09
2.59812,852.91,5.09
2.59825,853.23,5.09
2.59837,853.57,5.09
2.5985,853.92,5.09
2.59862,854.26,5.09
2.59875,854.64,5.09
2.59888,855.02,5.1
2.599,855.43,5.1
2.59912,855.85,5.1
2.59925,856.3,5.1
2.59938,856.71,5.1
2.5995,857.1,5.1
2.59962,857.43,5.11
2.59975,857.7,5.11
2.59987,857.92,5.11
2.6,858.1,5.11
2.60017,851.04,5.23
2.60033,851.34,5.25
2.6005,851.71,5.25
2.60067,852.19,5.25
2.60083,852.75,5.25
2.601,853.37,5.26
2.60117,854.03,5.26
2.60133,854.68,5.26
2.6015,855.29,5.26
2.60167,855.87,5.27
2.60183,856.38,5.27
2.602,856.86,5.27
2.60217,857.29,5.28
2.60233,857.68,5.28
2.6025,858.05,5.28
2.60267,858.39,5.28
2.60283,858.72,5.29
2.603,859.02,5.29
2.60317,859.32,5.29
2.60333,859.59,5.3
2.6035,859.85,5.3
2.60367,860.12,5.3
2.60383,860.43,5.31
2.604,860.82,5.31
2.60417,861.31,5.31
2.60433,861.89,5.33
2.6045,862.59,5.33
2.60467,863.33,5.33
2.60483,864.1,5.34
2.605,864.84,5.34
2.60517,865.51,5.34
2.60533,866.1,5.35
2.6055,866.58,5.35
2.60567,866.95,5.35
2.60583,867.24,5.35
2.606,867.47,5.36
2.60617,867.65,5.36
2.60633,867.8,5.36
2.6065,867.97,5.37
2.60667,868.11,5.37
2.60683,868.26,5.37
2.607,868.43,5.38
2.60717,868.62,5.38
2.60733,868.87,5.38
2.6075,869.19,5.39
2.60767,869.58,5.39
2.60783,870.07,5.39
2.608,870.69,5.41
2.60817,871.39,5.41
2.60833,872.16,5.42
2.6085,872.96,5.42
2.60867,873.79,5.42
2.60883,874.63,5.43
2.609,875.46,5.43
2.60917,876.26,5.43
2.60933,877.05,5.44
2.6095,877.85,5.44
2.60967,878.66,5.44
2.60983,879.51,5.45
2.61,880.42,5.45
2.61017,881.32,5.45
2.61033,882.2,5.46
2.6105,883.05,5.46
2.61067,883.79,5.46
2.61083,884.38,5.47
2.611,884.79,5.47
2.61117,885.03,5.47
2.61133,885.08,5.47
2.6115,884.97,5.49
2.61167,884.76,5.49
2.61183,884.52,5.49
2.612,884.28,5.5
2.61217,884.07,5.5
2.61233,883.91,5.5
2.6125,883.82,5.51
2.61267,883.77,5.51
2.61283,883.77,5.51
2.613,883.8,5.52
2.61317,883.86,5.52
2.61333,884.01,5.52
2.6135,884.22,5.53
2.61367,884.53,5.53
2.61383,885,5.53
2.614,885.62,5.54
2.61417,886.39,5.54
2.61433,887.32,5.54
2.6145,888.35,5.54
2.61467,889.45,5.55
2.61483,890.56,5.55
2.615,891.61,5.55
2.61517,892.59,5.57
2.61533,893.46,5.57
2.6155,894.19,5.57
2.61567,894.78,5.57
2.61583,895.22,5.58
2.616,895.5,5.58
2.61617,895.64,5.58
2.61633,895.68,5.58
2.6165,895.63,5.59
2.61667,895.53,5.59
2.61683,895.45,5.59
2.617,895.44,5.6
2.61717,895.53,5.6
2.61733,895.77,5.6
2.6175,896.12,5.6
2.61767,896.6,5.61
2.61783,897.17,5.61
2.618,897.78,5.61
2.61817,898.42,5.61
2.61833,899.02,5.61
2.6185,899.57,5.62
2.61867,900.09,5.62
2.61883,900.52,5.62
2.619,900.89,5.62
2.61917,901.17,5.63
2.61933,901.39,5.63
2.6195,901.48,5.63
2.61967,901.52,5.63
2.61983,901.48,5.63
2.62,901.4,5.65
2.62017,901.29,5.65
2.62033,901.21,5.65
2.6205,901.17,5.65
2.62067,901.22,5.65
2.62083,901.37,5.66
2.621,901.62,5.66
2.62117,901.97,5.66
2.62133,902.44,5.66
2.6215,903,5.66
2.62167,903.63,5.66
2.62183,904.34,5.67
2.622,905.08,5.67
2.62217,905.87,5.67
2.62233,906.69,5.67
2.6225,907.53,5.67
2.62267,908.36,5.67
2.62283,909.19,5.68
2.623,910.01,5.68
2.62317,910.82,5.68
2.62333,911.61,5.68
2.6235,912.39,5.68
2.62367,913.13,5.68
2.62383,913.84,5.68
2.624,914.43,5.68
2.62417,914.91,5.69
2.62433,915.29,5.69
2.6245,915.45,5.69
2.62467,915.47,5.69
2.62483,915.35,5.69
2.625,915.11,5.69
2.62517,914.77,5.69
2.62533,914.41,5.69
2.6255,914.02,5.69
2.62567,913.7,5.7
2.62583,913.44,5.7
2.626,913.31,5.7
2.62617,913.33,5.7
2.62633,913.55,5.7
2.6265,913.96,5.7
2.62667,914.58,5.7
2.62683,915.41,5.7
2.627,916.4,5.7
2.62717,917.49,5.7
2.62733,918.64,5.7
2.6275,919.7,5.7
2.62767,920.64,5.7
2.62783,921.37,5.7
2.628,921.91,5.71
2.62817,922.24,5.71
2.62833,922.41,5.71
2.6285,922.48,5.71
2.62867,922.5,5.71
2.62883,922.55,5.71
2.629,922.63,5.71
2.62917,922.81,5.71
2.62933,923.08,5.71
2.6295,923.46,5.71
2.62967,923.94,5.71
2.62983,924.49,5.71
2.63,925.06,5.71
2.63017,925.66,5.71
2.63033,926.22,5.71
2.6305,926.7,5.71
2.63067,927.12,5.71
2.63083,927.44,5.71
2.631,927.69,5.71
2.63117,927.84,5.71
2.63133,927.94,5.71
2.6315,927.96,5.71
2.63167,927.93,5.71
2.63183,927.85,5.71
2.632,927.71,5.71
2.63217,927.54,5.71
2.63233,927.31,5.71
2.6325,927.04,5.71
2.63267,926.74,5.71
2.63283,926.47,5.71
2.633,926.24,5.71
2.63317,926.11,5.71
2.63333,926.14,5.71
2.6335,926.33,5.71
2.63367,926.74,5.71
2.63383,927.34,5.71
2.634,928.08,5.71
2.63417,928.94,5.71
2.63433,929.85,5.71
2.6345,930.72,5.71
2.63467,931.54,5.71
2.63483,932.28,5.71
2.635,932.94,5.71
2.63517,933.48,5.71
2.63533,933.94,5.7
2.6355,934.31,5.7
2.63567,934.62,5.7
2.63583,934.89,5.7
2.636,935.13,5.7
2.63617,935.41,5.7
2.63633,935.77,5.7
2.6365,936.22,5.7
2.63667,936.81,5.7
2.63683,937.5,5.7
2.637,938.27,5.7
2.63717,939.13,5.7
2.63733,940.01,5.7
2.6375,940.89,5.7
2.63767,941.76,5.7
2.63783,942.61,5.7
2.638,943.41,5.7
2.63817,944.18,5.7
2.63833,944.9,5.7
2.6385,945.53,5.7
2.63867,946.07,5.7
2.63883,946.47,5.7
2.639,946.73,5.7
2.63917,946.85,5.7
2.63933,946.85,5.7
2.6395,946.72,5.7
2.63967,946.56,5.7
2.63983,946.41,5.69
2.64,946.34,5.69
2.64017,946.38,5.69
2.64033,946.55,5.69
2.6405,946.82,5.69
2.64067,947.22,5.69
2.64083,947.66,5.69
2.641,948.09,5.69
2.64117,948.51,5.69
2.64133,948.89,5.69
2.6415,949.26,5.69
2.64167,949.61,5.69
2.64183,949.98,5.69
2.642,950.39,5.69
2.64217,950.88,5.69
2.64233,951.43,5.69
